STAT_ID,variable,n,adf_p,kpss_p,verdict
400883,SpecCond25C,26,0.6633,0.1,Diff-stationary
400883,Alkalinity,26,0.0,0.1,Stationary
400883,Cl,26,0.9988,0.1,Diff-stationary
400883,SO4,26,0.9553,0.1,Diff-stationary
400883,DIP,26,0.0026,0.1,Stationary
400884,pH,83,0.0001,0.1,Stationary
400884,SpecCond25C,83,0.0139,0.1,Stationary
400884,Alkalinity,83,0.0066,0.1,Stationary
400884,Cl,83,0.0037,0.1,Stationary
400884,SO4,83,0.0505,0.1,Diff-stationary
400884,DIP,83,0.0,0.01,Trend-stationary
400890,pH,49,0.0017,0.1,Stationary
400890,SpecCond25C,49,0.0,0.0989,Stationary
400890,Alkalinity,45,0.0004,0.1,Stationary
400890,Cl,46,0.2198,0.0729,Diff-stationary
400890,SO4,46,0.0106,0.0274,Trend-stationary
400890,DIP,49,0.0036,0.1,Stationary
400894,pH,52,0.0,0.1,Stationary
400894,SpecCond25C,52,0.0001,0.1,Stationary
400894,Alkalinity,52,0.0,0.1,Stationary
400894,Cl,52,0.0014,0.1,Stationary
400894,SO4,52,0.0,0.1,Stationary
400894,DIP,52,0.0004,0.016,Trend-stationary
400895,pH,44,0.0,0.1,Stationary
400895,SpecCond25C,45,0.0008,0.1,Stationary
400895,Alkalinity,45,0.986,0.01,Non-stationary
400895,Cl,45,0.0,0.1,Stationary
400895,SO4,45,0.0004,0.1,Stationary
400895,DIP,45,0.1703,0.01,Non-stationary
400896,pH,48,0.0586,0.0632,Diff-stationary
400896,SpecCond25C,49,0.0,0.031,Trend-stationary
400896,Alkalinity,49,0.0037,0.1,Stationary
400896,Cl,49,0.0,0.1,Stationary
400896,SO4,48,0.0,0.1,Stationary
400896,DIP,49,0.0,0.0266,Trend-stationary
400897,pH,51,0.0,0.1,Stationary
400897,SpecCond25C,51,0.0001,0.1,Stationary
400897,Alkalinity,51,0.0002,0.1,Stationary
400897,Cl,51,0.0,0.1,Stationary
400897,SO4,51,0.0374,0.0412,Trend-stationary
400897,DIP,51,0.0112,0.01,Trend-stationary
400898,pH,45,0.0,0.1,Stationary
400898,SpecCond25C,46,0.0003,0.0202,Trend-stationary
400898,Alkalinity,46,0.0001,0.1,Stationary
400898,Cl,46,0.0,0.0516,Stationary
400898,SO4,46,0.0006,0.0609,Stationary
400898,DIP,46,0.0158,0.01,Trend-stationary
400899,pH,21,0.1773,0.1,Diff-stationary
400899,SpecCond25C,21,0.7435,0.0829,Diff-stationary
400899,Alkalinity,21,0.7664,0.1,Diff-stationary
400899,Cl,21,0.5067,0.1,Diff-stationary
400899,SO4,21,0.9726,0.1,Diff-stationary
400899,DIP,21,0.0107,0.1,Stationary
400900,pH,45,0.001,0.1,Stationary
400900,SpecCond25C,46,0.0002,0.0196,Trend-stationary
400900,Alkalinity,46,0.0,0.1,Stationary
400900,Cl,46,0.0,0.0392,Trend-stationary
400900,SO4,46,0.0,0.01,Trend-stationary
400900,DIP,46,0.0147,0.01,Trend-stationary
400901,pH,46,0.0411,0.0242,Trend-stationary
400901,SpecCond25C,47,0.0,0.0478,Trend-stationary
400901,Alkalinity,47,0.0001,0.0866,Stationary
400901,Cl,47,0.0,0.1,Stationary
400901,SO4,47,0.0001,0.0279,Trend-stationary
400901,DIP,47,0.4874,0.0228,Non-stationary
400902,pH,57,0.0,0.1,Stationary
400902,SpecCond25C,57,0.0015,0.0256,Trend-stationary
400902,Alkalinity,53,0.0,0.0677,Stationary
400902,Cl,57,0.0,0.0521,Stationary
400902,SO4,57,0.0,0.0198,Trend-stationary
400902,DIP,49,0.0426,0.018,Trend-stationary
400903,pH,46,0.0002,0.1,Stationary
400903,SpecCond25C,47,0.0011,0.0854,Stationary
400903,Alkalinity,47,0.0002,0.0523,Stationary
400903,Cl,47,0.0,0.0646,Stationary
400903,SO4,47,0.0,0.0124,Trend-stationary
400903,DIP,47,0.0,0.1,Stationary
400904,pH,47,0.164,0.0886,Diff-stationary
400904,SpecCond25C,48,0.0021,0.0528,Stationary
400904,Alkalinity,48,0.0867,0.0495,Non-stationary
400904,Cl,48,0.0001,0.0683,Stationary
400904,SO4,48,0.0004,0.01,Trend-stationary
400904,DIP,48,0.2478,0.02,Non-stationary
400905,pH,58,0.0001,0.1,Stationary
400905,SpecCond25C,58,0.0001,0.1,Stationary
400905,Alkalinity,58,0.0,0.1,Stationary
400905,Cl,58,0.0,0.1,Stationary
400905,SO4,58,0.0,0.1,Stationary
400905,DIP,58,0.0,0.1,Stationary
400906,pH,49,0.0,0.0977,Stationary
400906,SpecCond25C,49,0.0,0.1,Stationary
400906,Alkalinity,49,0.0,0.1,Stationary
400906,Cl,49,0.0002,0.1,Stationary
400906,SO4,49,0.0,0.1,Stationary
400906,DIP,49,0.0,0.1,Stationary
400907,pH,52,0.0003,0.1,Stationary
400907,SpecCond25C,52,0.0003,0.1,Stationary
400907,Alkalinity,52,0.0001,0.1,Stationary
400907,Cl,52,0.0,0.1,Stationary
400907,SO4,52,0.0,0.1,Stationary
400907,DIP,52,0.0,0.1,Stationary
400908,pH,59,0.0,0.0119,Trend-stationary
400908,SpecCond25C,59,0.0,0.1,Stationary
400908,Alkalinity,58,0.0,0.0279,Trend-stationary
400908,Cl,58,0.029,0.1,Stationary
400908,SO4,58,0.0,0.1,Stationary
400908,DIP,58,0.0,0.1,Stationary
400909,pH,37,0.0102,0.1,Stationary
400909,SpecCond25C,37,0.2346,0.1,Diff-stationary
400909,Alkalinity,37,0.2062,0.1,Diff-stationary
400909,Cl,37,0.0227,0.1,Stationary
400909,SO4,37,0.4637,0.0509,Diff-stationary
400909,DIP,37,0.0,0.1,Stationary
400910,pH,25,0.0189,0.1,Stationary
400910,SpecCond25C,25,0.5203,0.1,Diff-stationary
400910,Alkalinity,25,0.9203,0.1,Diff-stationary
400910,Cl,25,0.9822,0.092,Diff-stationary
400910,SO4,25,0.0011,0.1,Stationary
400910,DIP,25,0.0026,0.1,Stationary
400911,pH,56,0.078,0.0589,Diff-stationary
400911,SpecCond25C,56,0.0001,0.1,Stationary
400911,Alkalinity,56,0.0001,0.1,Stationary
400911,Cl,56,0.0,0.063,Stationary
400911,SO4,56,0.0,0.1,Stationary
400911,DIP,56,0.0002,0.1,Stationary
400912,pH,54,0.0001,0.1,Stationary
400912,SpecCond25C,54,0.0007,0.1,Stationary
400912,Alkalinity,54,0.6664,0.1,Diff-stationary
400912,Cl,54,0.7761,0.1,Diff-stationary
400912,SO4,54,0.1899,0.1,Diff-stationary
400912,DIP,54,0.0,0.1,Stationary
400913,pH,51,0.0006,0.1,Stationary
400913,SpecCond25C,51,0.0,0.1,Stationary
400913,Alkalinity,51,0.0117,0.0644,Stationary
400913,Cl,51,0.0001,0.1,Stationary
400913,SO4,51,0.0017,0.1,Stationary
400913,DIP,50,0.0,0.1,Stationary
400914,pH,31,0.0373,0.0668,Stationary
400914,SpecCond25C,31,0.0025,0.1,Stationary
400914,Alkalinity,31,0.0008,0.1,Stationary
400914,Cl,31,0.0332,0.0853,Stationary
400914,SO4,31,0.0012,0.0402,Trend-stationary
400914,DIP,31,0.0065,0.1,Stationary
400916,pH,38,0.0009,0.1,Stationary
400916,SpecCond25C,38,0.0023,0.1,Stationary
400916,Cl,38,0.0,0.1,Stationary
400916,SO4,38,0.0,0.1,Stationary
400916,DIP,37,0.0,0.1,Stationary
400917,pH,41,0.0,0.1,Stationary
400917,SpecCond25C,41,0.0,0.1,Stationary
400917,Cl,41,0.0,0.1,Stationary
400917,SO4,41,0.0,0.1,Stationary
400917,DIP,40,0.5107,0.0881,Diff-stationary
400918,pH,41,0.0,0.1,Stationary
400918,SpecCond25C,41,0.1443,0.0366,Non-stationary
400918,Cl,41,0.0056,0.0469,Trend-stationary
400918,SO4,41,0.0377,0.0526,Stationary
400918,DIP,41,0.0138,0.1,Stationary
400919,pH,39,0.0001,0.1,Stationary
400919,SpecCond25C,39,0.0,0.1,Stationary
400919,Cl,39,0.0707,0.1,Diff-stationary
400919,SO4,39,0.0,0.1,Stationary
400919,DIP,39,0.0034,0.1,Stationary
400920,pH,41,0.0003,0.1,Stationary
400920,SpecCond25C,41,0.0402,0.1,Stationary
400920,Cl,41,0.1721,0.1,Diff-stationary
400920,SO4,41,0.0,0.1,Stationary
400920,DIP,41,0.0,0.1,Stationary
400921,pH,41,0.0,0.1,Stationary
400921,SpecCond25C,41,0.0003,0.1,Stationary
400921,Cl,41,0.0,0.1,Stationary
400921,SO4,41,0.0001,0.1,Stationary
400921,DIP,41,0.0,0.1,Stationary
400922,pH,38,0.0005,0.1,Stationary
400922,SpecCond25C,38,0.0005,0.1,Stationary
400922,Cl,38,0.0,0.1,Stationary
400922,SO4,38,0.1548,0.078,Diff-stationary
400922,DIP,38,0.0,0.1,Stationary
400923,pH,39,0.0,0.1,Stationary
400923,SpecCond25C,39,0.0007,0.1,Stationary
400923,Cl,39,0.0282,0.1,Stationary
400923,SO4,39,0.1921,0.1,Diff-stationary
400923,DIP,38,0.0,0.1,Stationary
400924,pH,40,0.0001,0.1,Stationary
400924,SpecCond25C,40,0.0001,0.1,Stationary
400924,Cl,40,0.0048,0.1,Stationary
400924,SO4,40,0.0004,0.1,Stationary
400924,DIP,40,0.0,0.1,Stationary
400925,pH,37,0.0007,0.1,Stationary
400925,SpecCond25C,37,0.0267,0.1,Stationary
400925,Cl,37,0.0074,0.1,Stationary
400925,SO4,37,0.0037,0.1,Stationary
400925,DIP,37,0.0,0.1,Stationary
400926,pH,40,0.0909,0.1,Diff-stationary
400926,SpecCond25C,40,0.03,0.1,Stationary
400926,Cl,40,0.0067,0.1,Stationary
400926,SO4,40,0.0003,0.1,Stationary
400926,DIP,40,0.0,0.1,Stationary
400927,pH,38,0.1029,0.1,Diff-stationary
400927,SpecCond25C,38,0.0195,0.1,Stationary
400927,Cl,38,0.0224,0.1,Stationary
400927,SO4,38,0.0019,0.1,Stationary
400927,DIP,38,0.0,0.1,Stationary
400928,pH,41,0.0001,0.1,Stationary
400928,SpecCond25C,41,0.0319,0.1,Stationary
400928,Cl,41,0.0883,0.1,Diff-stationary
400928,SO4,41,0.0039,0.1,Stationary
400928,DIP,41,0.0133,0.1,Stationary
400929,pH,39,0.0006,0.1,Stationary
400929,SpecCond25C,39,0.0041,0.0539,Stationary
400929,Cl,39,0.4599,0.0578,Diff-stationary
400929,SO4,39,0.0002,0.0383,Trend-stationary
400929,DIP,39,0.0,0.1,Stationary
400930,pH,37,0.0,0.1,Stationary
400930,SpecCond25C,37,0.0755,0.1,Diff-stationary
400930,Cl,37,0.0,0.1,Stationary
400930,SO4,37,0.0,0.1,Stationary
400930,DIP,37,0.0002,0.1,Stationary
400931,pH,40,0.0002,0.1,Stationary
400931,SpecCond25C,39,0.0,0.1,Stationary
400931,Cl,40,0.0,0.1,Stationary
400931,SO4,40,0.0,0.1,Stationary
400931,DIP,40,0.0,0.1,Stationary
400933,pH,38,0.9509,0.1,Diff-stationary
400933,SpecCond25C,38,0.024,0.1,Stationary
400933,Cl,38,0.0141,0.1,Stationary
400933,SO4,38,0.0355,0.1,Stationary
400933,DIP,38,0.0002,0.1,Stationary
400934,pH,37,0.0,0.1,Stationary
400934,SpecCond25C,37,0.0088,0.1,Stationary
400934,Cl,37,0.0006,0.0769,Stationary
400934,SO4,37,0.0019,0.1,Stationary
400934,DIP,37,0.0008,0.1,Stationary
400935,pH,39,0.0058,0.1,Stationary
400935,SpecCond25C,39,0.0193,0.01,Trend-stationary
400935,Cl,39,0.1839,0.01,Non-stationary
400935,SO4,39,0.0006,0.0227,Trend-stationary
400935,DIP,39,0.0011,0.1,Stationary
400936,pH,30,0.0,0.1,Stationary
400936,SpecCond25C,30,0.0,0.1,Stationary
400936,Cl,26,0.0015,0.1,Stationary
400936,SO4,30,0.0,0.1,Stationary
400936,DIP,29,0.0,0.1,Stationary
400939,pH,23,0.4673,0.1,Diff-stationary
400939,SpecCond25C,23,0.0015,0.1,Stationary
400939,SO4,23,0.1682,0.0531,Diff-stationary
400939,DIP,23,0.0106,0.1,Stationary
400940,pH,32,0.4914,0.0363,Non-stationary
400940,SpecCond25C,32,0.0195,0.0709,Stationary
400940,Cl,25,0.0008,0.0973,Stationary
400940,SO4,32,0.0083,0.0717,Stationary
400940,DIP,32,0.0,0.1,Stationary
400941,pH,48,0.0,0.0227,Trend-stationary
400941,SpecCond25C,48,0.0056,0.1,Stationary
400941,Cl,39,0.0,0.1,Stationary
400941,SO4,48,0.0,0.0179,Trend-stationary
400941,DIP,47,0.0,0.1,Stationary
400942,pH,48,0.1379,0.1,Diff-stationary
400942,SpecCond25C,48,0.0,0.1,Stationary
400942,Cl,38,0.8128,0.1,Diff-stationary
400942,SO4,48,0.0,0.1,Stationary
400942,DIP,47,0.0,0.1,Stationary
400943,pH,41,0.0023,0.0844,Stationary
400943,SpecCond25C,41,0.0026,0.1,Stationary
400943,Cl,32,0.0226,0.1,Stationary
400943,SO4,41,0.0,0.1,Stationary
400943,DIP,40,0.0,0.1,Stationary
400944,pH,33,0.1929,0.1,Diff-stationary
400944,SpecCond25C,33,0.0778,0.1,Diff-stationary
400944,Cl,27,0.0006,0.1,Stationary
400944,SO4,33,0.0006,0.1,Stationary
400944,DIP,33,0.0002,0.1,Stationary
400945,pH,41,0.0001,0.0213,Trend-stationary
400945,SpecCond25C,41,0.0003,0.1,Stationary
400945,Cl,30,0.0029,0.1,Stationary
400945,SO4,41,0.0034,0.1,Stationary
400945,DIP,40,0.0023,0.1,Stationary
400946,pH,42,0.0001,0.1,Stationary
400946,SpecCond25C,42,0.0003,0.1,Stationary
400946,Cl,32,0.1483,0.1,Diff-stationary
400946,SO4,42,0.0,0.1,Stationary
400946,DIP,41,0.0091,0.0348,Trend-stationary
400947,pH,35,0.0051,0.1,Stationary
400947,SpecCond25C,35,0.0,0.0981,Stationary
400947,Cl,29,0.1005,0.1,Diff-stationary
400947,SO4,35,0.0,0.1,Stationary
400947,DIP,34,0.0,0.1,Stationary
400948,pH,42,0.0,0.1,Stationary
400948,SpecCond25C,42,0.0,0.1,Stationary
400948,Cl,34,0.0004,0.1,Stationary
400948,SO4,42,0.0001,0.0774,Stationary
400948,DIP,40,0.0,0.1,Stationary
400960,pH,44,0.0,0.1,Stationary
400960,SpecCond25C,44,0.1191,0.1,Diff-stationary
400960,Cl,43,0.0,0.0487,Trend-stationary
400960,SO4,44,0.0006,0.1,Stationary
400960,DIP,44,0.0,0.1,Stationary
400966,pH,46,0.0,0.1,Stationary
400966,SpecCond25C,46,0.0,0.0972,Stationary
400966,Cl,44,0.0233,0.1,Stationary
400966,SO4,46,0.0014,0.0182,Trend-stationary
400966,DIP,45,0.3848,0.1,Diff-stationary
400968,pH,78,0.0019,0.0276,Trend-stationary
400969,pH,78,0.0005,0.0137,Trend-stationary
400970,pH,78,0.0,0.0276,Trend-stationary
400971,pH,52,0.0021,0.1,Stationary
400972,pH,29,0.003,0.1,Stationary
400972,SpecCond25C,29,0.4616,0.1,Diff-stationary
400972,Alkalinity,29,0.0112,0.1,Stationary
400972,Cl,29,0.003,0.1,Stationary
400972,SO4,29,0.2573,0.0993,Diff-stationary
400972,DIP,29,0.0021,0.0428,Trend-stationary
400973,pH,73,0.0,0.1,Stationary
400974,pH,73,0.0,0.1,Stationary
400975,pH,73,0.0,0.1,Stationary
400976,pH,21,0.9983,0.096,Diff-stationary
400979,pH,69,0.0,0.1,Stationary
400980,pH,69,0.5716,0.0106,Non-stationary
400989,pH,46,0.8044,0.1,Diff-stationary
400990,pH,63,0.0,0.1,Stationary
400991,pH,56,0.01,0.1,Stationary
400992,pH,49,0.0035,0.1,Stationary
400993,pH,65,0.0409,0.0969,Stationary
400999,pH,26,0.0016,0.1,Stationary
400999,SpecCond25C,26,0.0152,0.1,Stationary
400999,Alkalinity,24,0.6937,0.1,Diff-stationary
400999,Cl,26,0.9986,0.1,Diff-stationary
400999,SO4,26,0.0107,0.1,Stationary
400999,DIP,26,0.0256,0.1,Stationary
401000,pH,21,0.0134,0.1,Stationary
401000,SpecCond25C,21,0.0239,0.1,Stationary
401000,Alkalinity,20,0.5524,0.1,Diff-stationary
401000,Cl,21,0.1026,0.0178,Non-stationary
401000,SO4,21,0.6823,0.1,Diff-stationary
401000,DIP,21,0.5347,0.1,Diff-stationary
401004,pH,31,0.9865,0.1,Diff-stationary
401004,SpecCond25C,31,0.0004,0.1,Stationary
401004,Alkalinity,31,0.9182,0.0679,Diff-stationary
401004,Cl,31,0.0001,0.1,Stationary
401004,SO4,31,0.0,0.1,Stationary
401004,DIP,31,0.0002,0.1,Stationary
401005,pH,20,0.5259,0.1,Diff-stationary
401005,SpecCond25C,20,0.0437,0.1,Stationary
401005,Alkalinity,20,0.5669,0.1,Diff-stationary
401005,Cl,20,0.0001,0.1,Stationary
401005,SO4,20,0.0,0.1,Stationary
401005,DIP,20,0.9864,0.1,Diff-stationary
401013,pH,49,0.0005,0.1,Stationary
401014,pH,36,0.0155,0.1,Stationary
401022,pH,25,0.0439,0.1,Stationary
401023,pH,41,0.0049,0.1,Stationary
401024,pH,44,0.1326,0.1,Diff-stationary
401026,pH,44,0.0017,0.0699,Stationary
401027,pH,43,0.2111,0.01,Non-stationary
401028,pH,42,0.0,0.1,Stationary
401029,pH,43,0.0461,0.1,Stationary
401031,pH,37,0.0005,0.1,Stationary
401032,pH,30,0.0001,0.1,Stationary
401033,pH,40,0.4706,0.1,Diff-stationary
401034,pH,41,0.0651,0.0609,Diff-stationary
401037,pH,37,0.0006,0.1,Stationary
401038,pH,23,0.991,0.026,Non-stationary
401038,SpecCond25C,23,0.9991,0.1,Diff-stationary
401038,Alkalinity,23,0.1489,0.1,Diff-stationary
401038,Cl,23,0.0002,0.0827,Stationary
401038,SO4,23,0.1697,0.0267,Non-stationary
401038,DIP,23,0.0001,0.1,Stationary
401043,pH,36,0.0009,0.1,Stationary
401044,pH,38,0.0001,0.0774,Stationary
401044,SpecCond25C,38,0.1052,0.0639,Diff-stationary
401044,Alkalinity,38,0.0399,0.0264,Trend-stationary
401044,Cl,38,0.0,0.0222,Trend-stationary
401044,SO4,38,0.0,0.1,Stationary
401044,DIP,38,0.0,0.1,Stationary
401045,pH,34,0.0397,0.1,Stationary
401045,SpecCond25C,35,0.0665,0.0167,Non-stationary
401045,Alkalinity,32,0.0375,0.013,Trend-stationary
401045,Cl,35,0.5878,0.01,Non-stationary
401045,SO4,34,0.0349,0.0147,Trend-stationary
401045,DIP,33,0.0,0.1,Stationary
401048,pH,34,0.0558,0.1,Diff-stationary
401048,SpecCond25C,34,0.007,0.0973,Stationary
401048,Alkalinity,27,0.1125,0.1,Diff-stationary
401048,Cl,35,0.183,0.0208,Non-stationary
401048,SO4,35,0.0004,0.0446,Trend-stationary
401048,DIP,28,0.0002,0.1,Stationary
401049,pH,36,0.7693,0.0784,Diff-stationary
401049,SpecCond25C,36,0.0168,0.1,Stationary
401049,Alkalinity,22,0.9968,0.1,Diff-stationary
401049,Cl,36,0.0107,0.0184,Trend-stationary
401049,SO4,36,0.0,0.1,Stationary
401049,DIP,21,0.9782,0.1,Diff-stationary
401050,pH,30,0.8906,0.1,Diff-stationary
401050,SpecCond25C,30,0.0502,0.1,Diff-stationary
401050,Alkalinity,20,0.0,0.1,Stationary
401050,Cl,30,0.1121,0.0103,Non-stationary
401050,SO4,30,0.0698,0.1,Diff-stationary
401050,DIP,20,0.0177,0.1,Stationary
401051,pH,31,0.8261,0.1,Diff-stationary
401051,SpecCond25C,31,0.0903,0.1,Diff-stationary
401051,Alkalinity,20,0.0001,0.1,Stationary
401051,Cl,31,0.0368,0.0187,Trend-stationary
401051,SO4,31,0.0755,0.1,Diff-stationary
401052,pH,28,0.3834,0.1,Diff-stationary
401052,SpecCond25C,28,0.4359,0.1,Diff-stationary
401052,Alkalinity,28,0.2704,0.1,Diff-stationary
401052,Cl,28,0.011,0.1,Stationary
401052,SO4,28,0.0,0.1,Stationary
401052,DIP,28,0.0984,0.1,Diff-stationary
401061,pH,26,0.047,0.1,Stationary
401061,SpecCond25C,27,0.9859,0.0207,Non-stationary
401061,Cl,27,0.9778,0.0733,Diff-stationary
401061,SO4,27,0.0012,0.0673,Stationary
401062,pH,28,0.0,0.0399,Trend-stationary
401062,SpecCond25C,28,0.1247,0.1,Diff-stationary
401062,Cl,28,0.0031,0.0681,Stationary
401062,SO4,28,0.0047,0.1,Stationary
401066,pH,23,0.0011,0.1,Stationary
401066,SpecCond25C,23,0.1668,0.0694,Diff-stationary
401066,Cl,23,1.0,0.0584,Diff-stationary
401066,SO4,23,0.2237,0.0539,Diff-stationary
401067,pH,26,0.0,0.1,Stationary
401067,SpecCond25C,26,0.8616,0.0372,Non-stationary
401067,Cl,26,0.999,0.0921,Diff-stationary
401067,SO4,26,0.9514,0.049,Non-stationary
401072,pH,22,0.0,0.0932,Stationary
401072,SpecCond25C,30,0.0058,0.1,Stationary
401072,Cl,30,0.0,0.0874,Stationary
401072,SO4,30,0.0394,0.1,Stationary
401075,pH,28,0.0002,0.1,Stationary
401075,SpecCond25C,28,0.0,0.1,Stationary
401075,Cl,28,0.0,0.1,Stationary
401075,SO4,28,0.0,0.1,Stationary
401076,pH,29,0.0007,0.1,Stationary
401076,SpecCond25C,30,0.9972,0.0698,Diff-stationary
401076,Cl,30,0.9929,0.0981,Diff-stationary
401076,SO4,30,0.0002,0.0851,Stationary
401083,pH,34,0.2652,0.0843,Diff-stationary
401084,pH,38,0.0,0.1,Stationary
401086,pH,36,0.0,0.1,Stationary
401089,pH,44,0.0,0.0367,Trend-stationary
401090,pH,43,0.0,0.0247,Trend-stationary
401091,pH,43,0.0001,0.037,Trend-stationary
401092,pH,43,0.0,0.1,Stationary
401094,pH,28,0.0003,0.1,Stationary
401094,SpecCond25C,28,0.1893,0.0483,Non-stationary
401094,Alkalinity,27,0.0,0.1,Stationary
401094,Cl,28,0.0785,0.0553,Diff-stationary
401094,SO4,28,0.1819,0.062,Diff-stationary
401094,DIP,27,0.5249,0.0794,Diff-stationary
401095,pH,24,0.1843,0.1,Diff-stationary
401101,pH,21,0.2717,0.1,Diff-stationary
401102,pH,21,0.6444,0.1,Diff-stationary
401103,pH,20,0.0023,0.1,Stationary
401104,pH,26,0.0011,0.1,Stationary
401104,SpecCond25C,26,0.0276,0.1,Stationary
401104,Alkalinity,26,0.0716,0.1,Diff-stationary
401104,Cl,26,0.0637,0.1,Diff-stationary
401104,SO4,26,0.0138,0.0811,Stationary
401104,DIP,26,0.0034,0.1,Stationary
401105,pH,24,0.0082,0.1,Stationary
401105,SpecCond25C,24,0.0098,0.1,Stationary
401105,Alkalinity,24,0.0945,0.0391,Non-stationary
401105,Cl,24,0.0002,0.0248,Trend-stationary
401105,SO4,23,0.9753,0.0643,Diff-stationary
401105,DIP,24,0.6381,0.1,Diff-stationary
401109,pH,23,0.0043,0.1,Stationary
401109,SpecCond25C,23,0.0416,0.1,Stationary
401109,Alkalinity,23,0.0006,0.1,Stationary
401109,Cl,23,0.0789,0.1,Diff-stationary
401109,SO4,23,0.0002,0.1,Stationary
401109,DIP,23,0.8829,0.1,Diff-stationary
401114,pH,26,0.9663,0.1,Diff-stationary
401115,pH,22,0.0105,0.1,Stationary
401115,SpecCond25C,22,0.999,0.1,Diff-stationary
401115,Alkalinity,22,0.0003,0.1,Stationary
401115,Cl,22,0.5927,0.1,Diff-stationary
401115,SO4,22,0.0,0.072,Stationary
401115,DIP,22,0.998,0.1,Diff-stationary
401117,pH,25,0.0202,0.1,Stationary
401117,SpecCond25C,25,0.8961,0.0991,Diff-stationary
401117,Alkalinity,25,0.3149,0.1,Diff-stationary
401117,Cl,25,0.0331,0.1,Stationary
401117,SO4,25,0.8805,0.1,Diff-stationary
401117,DIP,25,0.0588,0.0307,Non-stationary
401118,pH,23,0.1761,0.1,Diff-stationary
401119,pH,22,0.1389,0.1,Diff-stationary
401119,SpecCond25C,21,0.0007,0.1,Stationary
401119,DIP,22,0.0,0.0701,Stationary
401120,pH,24,0.0185,0.1,Stationary
401120,SpecCond25C,23,0.8801,0.1,Diff-stationary
401120,DIP,24,0.5053,0.0767,Diff-stationary
401122,pH,23,0.005,0.1,Stationary
401122,SpecCond25C,23,0.0,0.1,Stationary
401122,DIP,23,0.3174,0.1,Diff-stationary
401123,pH,23,0.0651,0.0981,Diff-stationary
401123,SpecCond25C,23,0.0,0.1,Stationary
401123,DIP,23,0.0,0.1,Stationary
401124,pH,20,0.8438,0.1,Diff-stationary
401124,SpecCond25C,20,0.9924,0.1,Diff-stationary
401124,Alkalinity,20,0.8293,0.1,Diff-stationary
401124,Cl,20,0.0,0.1,Stationary
401124,SO4,20,0.0015,0.1,Stationary
401124,DIP,20,0.9951,0.1,Diff-stationary
401125,pH,22,0.0,0.0413,Trend-stationary
401125,SpecCond25C,22,0.0,0.0531,Stationary
401125,DIP,22,0.0,0.1,Stationary
401126,pH,26,0.0002,0.1,Stationary
401126,SpecCond25C,26,0.004,0.0705,Stationary
401126,DIP,26,0.0,0.1,Stationary
401127,pH,23,0.0115,0.1,Stationary
401127,SpecCond25C,23,0.6703,0.073,Diff-stationary
401127,DIP,23,1.0,0.1,Diff-stationary
401128,pH,23,0.9903,0.1,Diff-stationary
401128,SpecCond25C,23,0.9857,0.0797,Diff-stationary
401128,DIP,23,0.4289,0.1,Diff-stationary
401129,pH,27,0.0,0.1,Stationary
401129,SpecCond25C,27,0.2981,0.0774,Diff-stationary
401129,DIP,26,0.0001,0.0443,Trend-stationary
401130,pH,25,0.1358,0.1,Diff-stationary
401130,SpecCond25C,25,0.9612,0.0745,Diff-stationary
401130,DIP,25,0.0,0.1,Stationary
401131,pH,26,0.0014,0.1,Stationary
401131,SpecCond25C,26,0.9949,0.1,Diff-stationary
401131,DIP,26,0.0,0.1,Stationary
401132,pH,26,0.0012,0.1,Stationary
401132,SpecCond25C,26,0.0714,0.1,Diff-stationary
401132,DIP,25,0.0002,0.1,Stationary
401133,pH,23,0.0058,0.1,Stationary
401133,SpecCond25C,23,1.0,0.1,Diff-stationary
401133,DIP,22,0.0,0.1,Stationary
401134,pH,23,0.0,0.1,Stationary
401134,SpecCond25C,23,0.9948,0.1,Diff-stationary
401134,DIP,22,0.7568,0.1,Diff-stationary
401140,pH,21,0.0,0.1,Stationary
401140,SpecCond25C,21,0.9761,0.0143,Non-stationary
401140,DIP,21,0.0822,0.1,Diff-stationary
401148,pH,24,0.0048,0.1,Stationary
401148,SpecCond25C,24,0.046,0.1,Stationary
401148,Alkalinity,24,0.2741,0.1,Diff-stationary
401148,Cl,24,0.212,0.1,Diff-stationary
401148,SO4,24,0.6455,0.0162,Non-stationary
401148,DIP,24,0.9551,0.1,Diff-stationary
401171,pH,26,0.0,0.1,Stationary
401171,SpecCond25C,26,0.0606,0.1,Diff-stationary
401171,DIP,26,0.994,0.1,Diff-stationary
401173,pH,26,0.0006,0.1,Stationary
401173,SpecCond25C,26,0.0268,0.0827,Stationary
401173,DIP,26,0.0,0.1,Stationary
401174,pH,21,0.9986,0.1,Diff-stationary
401174,SpecCond25C,21,0.9893,0.0164,Non-stationary
401174,DIP,21,0.0001,0.1,Stationary
401175,pH,21,0.0346,0.1,Stationary
401175,SpecCond25C,21,0.8913,0.01,Non-stationary
401175,DIP,21,0.0068,0.1,Stationary
401176,pH,23,0.2144,0.1,Diff-stationary
401176,SpecCond25C,25,0.039,0.0916,Stationary
401176,Cl,32,0.0,0.1,Stationary
401177,pH,22,0.0068,0.1,Stationary
401177,SpecCond25C,24,0.5149,0.1,Diff-stationary
401177,Cl,31,0.0001,0.1,Stationary
401178,pH,21,0.7135,0.1,Diff-stationary
401178,SpecCond25C,21,0.999,0.0163,Non-stationary
401179,pH,22,0.0,0.1,Stationary
